6
"Building 4", "Floor 20"
"Base Station", -11.715, -0.191, 0.00, 0.00, 0.025, 1.000
"Lift Hallway", 0.529, -0.284, 0, 0, 0.037, 0.999
"ISL2 Lab", -10.976, 1.872, 0.00, 0.00, -0.690, 0.724
"Lab Hallway", -8.029, -0.685, 0.00, 0.00, 0.032, 0.999
"Speech Lab", 7.415, 0.290, 0.00, 0.00, -0.005, 1.000
"MIND Lab", -8.927, -3.596, 0.00, 0.00, 0.006, 1.000
