3
"Building 4", "Floor 19"
"Base Station", 5.726, 3.923, 0.00, 0.00, 0.010, 1.000
"Lift Hallway", -0.256, -0.105, 0.00, 0.00, 0.009, 1.000
"SE Lab", -8.034, -0.253, 0.00, 0.00, 0.013, 1.000
