6
"Building 4", "Floor 17"
"Base Station", 6.851, -4.844, 0.00, 0.00, 0.003, 1.000
"Lift Hallway", 0.634, -0.436, 0.00, 0.00, 0.023, 1.000
"Administration", 6.573, 4.937, 0.00, 0.00, 0.013, 1.000
"Seminar Room 1", -6.569, 10.264, 0.00, 0.00, 0.016, 1.000
"Seminar Room 3", 6.442, 12.795, 0.00, 0.00, -0.696, 0.718
"Teacher Room", 8.642, -16.916, 0.00, 0.00, 0.692, 0.721
"Glass Room", 7.415, -13.662, 0.00, 0.00, 0.723, 0.691
