6
"Building 4", "Floor 19 Lift"
"Lift 0", -1.996, 1.262, 0.000, 0.000, 0.701, 0.713
"Lift 1", 1.014, 1.268, 0.000, 0.000, 0.713, 0.701
"Lift 2", 3.924, 1.454, 0.000, 0.000, 0.717, 0.697
"Lift 3", 4.020, -1.019, 0.000, 0.000, -0.702, 0.713
"Lift 4", 1.235, -1.147, 0.000, 0.000, -0.700, 0.715
"Lift 5", -1.691, -1.178, 0.000, 0.000, -0.697, 0.717
"Lift Ground", -0.558, 1.903, 0.000, 0.000, -0.701, 0.713
