6
"Building 4", "Floor 17 Lift"
"Lift 0", -2.001, 0.980, 0.000, 0.000, 0.728, 0.686
"Lift 1", 0.871, 1.900, 0.000, 0.000, 0.723, 0.691
"Lift 2", 3.680, 0.864, 0.000, 0.000, 0.723, 0.671
"Lift 3", 3.712, -2.678, 0.000, 0.000, -0.691, 0.723
"Lift 4", 0.969, -2.791, 0.000, 0.000, -0.705, 0.710
"Lift 5", -1.777, -2.045, 0.000, 0.000, -0.707, 0.707
"Lift Ground", -0.571, 1.579, 0.000, 0.000, -0.691, 0.723
