4
"Lift Hallway",0,0,0,0,0,1
"ISL Lab Door",-11.586,1.250,0.00,0.00,0.730,0.684
"Lab Hallway",-7.906,-0.872,0.00,0.00,0.046,1.00
"Male Restroom",6.828,6.581,0.00,0.00,0.704,0.710
