6
"Lift 0", 2.486, 9.524, 0.000, 0.000, -0.153, 0.988
"Lift 1", 3.471, 12.218, 0.000, 0.000, -0.162, 0.987
"Lift 2", 4.530, 14.867, 0.000, 0.000, -0.176, 0.985
"Lift 3", 10.514, 12.574, 0.000, 0.000, 0.985, 0.170
"Lift 4", 9.524, 9.898, 0.000, 0.000, 0.984, 0.177
"Lift 5", 8.630, 7.179, 0.000, 0.000, 0.981, 0.196
